"ColNum","Head1","Head2","SubFile","Evo","Reformat","VarName","Linked","Header"
144,"Has.your.child.had.a.decrease.in.episodes.of.aspiration.(misdirection.of.food,.drink,.or.saliva.into.the.lungs).in.adolescence.or.adulthood?","Yes/No","Swallowing and Choking Status",,,,,"Has.your.child.had.a.decrease.in.episodes.of.aspiration.(misdirection.of.food,.drink,.or.saliva.into.the.lungs).in.adolescence.or.adulthood?_Yes/No"
145,"Has.your.child.had.a.decrease.in.episodes.of.aspiration.(misdirection.of.food,.drink,.or.saliva.into.the.lungs).in.adolescence.or.adulthood?","If.yes,.at.what.age?","Swallowing and Choking Status",,,,,"Has.your.child.had.a.decrease.in.episodes.of.aspiration.(misdirection.of.food,.drink,.or.saliva.into.the.lungs).in.adolescence.or.adulthood?_If.yes,.at.what.age?"
146,"Has.your.child.had.episodes.of.reflux.in.adolescence.or.adulthood?",,"Reflux",,,,,"Has.your.child.had.episodes.of.reflux.in.adolescence.or.adulthood?"
147,"Has.your.child.had.an.increase.in.reflux.in.adolescence.or.adulthood?","Yes/No","Reflux Status",,,,,"Has.your.child.had.an.increase.in.reflux.in.adolescence.or.adulthood?_Yes/No"
148,"Has.your.child.had.an.increase.in.reflux.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Reflux Status",,,,,"Has.your.child.had.an.increase.in.reflux.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
149,"Has.your.child.had.a.decrease.in.reflux.in.adolescence.or.adulthood?","Yes/No","Reflux Status",,,,,"Has.your.child.had.a.decrease.in.reflux.in.adolescence.or.adulthood?_Yes/No"
150,"Has.your.child.had.a.decrease.in.reflux.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Reflux Status",,,,,"Has.your.child.had.a.decrease.in.reflux.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
151,"Has.your.child.had.an.increase.in.constipation.in.adolescence.or.adulthood?","Yes/No","Constipation Status",,,,,"Has.your.child.had.an.increase.in.constipation.in.adolescence.or.adulthood?_Yes/No"
152,"Has.your.child.had.an.increase.in.constipation.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Constipation Status",,,,,"Has.your.child.had.an.increase.in.constipation.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
153,"Has.your.child.had.a.decrease.in.constipation.in.adolescence.or.adulthood?","Yes/No","Constipation Status",,,,,"Has.your.child.had.a.decrease.in.constipation.in.adolescence.or.adulthood?_Yes/No"
154,"Has.your.child.had.a.decrease.in.constipation.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Constipation Status",,,,,"Has.your.child.had.a.decrease.in.constipation.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
155,"Has.your.child.had.an.increase.in.diarrhea.in.adolescence.or.adulthood?","Yes/No","Diarrhea Status",,,,,"Has.your.child.had.an.increase.in.diarrhea.in.adolescence.or.adulthood?_Yes/No"
156,"Has.your.child.had.an.increase.in.diarrhea.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Diarrhea Status",,,,,"Has.your.child.had.an.increase.in.diarrhea.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
157,"Has.your.child.had.a.decrease.in.diarrhea.in.adolescence.or.adulthood?","Yes/No","Diarrhea Status",,,,,"Has.your.child.had.a.decrease.in.diarrhea.in.adolescence.or.adulthood?_Yes/No"
158,"Has.your.child.had.a.decrease.in.diarrhea.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Diarrhea Status",,,,,"Has.your.child.had.a.decrease.in.diarrhea.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
159,"Has.your.child.had.cycles.of.constipation.and.diarrhea.in.adolescence.or.adulthood?",,"Cycles of Constipation and Diarrhea",,,,,"Has.your.child.had.cycles.of.constipation.and.diarrhea.in.adolescence.or.adulthood?"
160,"Have.the.cycles.of.constipation.and.diarrhea.become.worse.in.adolescence.or.adulthood?","Yes/No","Status of Cycles of Constipation and Diarrhea",,,,,"Have.the.cycles.of.constipation.and.diarrhea.become.worse.in.adolescence.or.adulthood?_Yes/No"
161,"Have.the.cycles.of.constipation.and.diarrhea.become.worse.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Status of Cycles of Constipation and Diarrhea",,,,,"Have.the.cycles.of.constipation.and.diarrhea.become.worse.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
162,"Have.the.cycles.of.constipation.and.diarrhea.become.better.in.adolescence.or.adulthood?","Yes/No","Status of Cycles of Constipation and Diarrhea",,,,,"Have.the.cycles.of.constipation.and.diarrhea.become.better.in.adolescence.or.adulthood?_Yes/No"
163,"Have.the.cycles.of.constipation.and.diarrhea.become.better.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Status of Cycles of Constipation and Diarrhea",,,,,"Have.the.cycles.of.constipation.and.diarrhea.become.better.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
164,"Has.your.child.experienced.weight.loss.in.adolescence.or.adulthood?",,"Weight Loss",,,,,"Has.your.child.experienced.weight.loss.in.adolescence.or.adulthood?"
165,"How.many.pounds.did.your.child.lose?",,"Weight Loss Status",,,,,"How.many.pounds.did.your.child.lose?"
166,"For.how.long.did.the.weight.loss.occur?",,"Weight Loss Status",,,,,"For.how.long.did.the.weight.loss.occur?"
167,"Was.the.weight.loss.due.to.any.of.the.following.factors?","Illness.or.injury","Weight Loss Status",,,,,"Was.the.weight.loss.due.to.any.of.the.following.factors?_Illness.or.injury"
168,"Was.the.weight.loss.due.to.any.of.the.following.factors?","Life.change","Weight Loss Status",,,,,"Was.the.weight.loss.due.to.any.of.the.following.factors?_Life.change"
169,"Was.the.weight.loss.due.to.any.of.the.following.factors?","Sudden.change.in.appetite","Weight Loss Status",,,,,"Was.the.weight.loss.due.to.any.of.the.following.factors?_Sudden.change.in.appetite"
170,"Was.the.weight.loss.due.to.any.of.the.following.factors?","Unexplained.factors","Weight Loss Status",,,,,"Was.the.weight.loss.due.to.any.of.the.following.factors?_Unexplained.factors"
171,"If.there.were.other.factors.involved.in.the.weight.loss,.please.explain.",,"Weight Loss Status",,,,,"If.there.were.other.factors.involved.in.the.weight.loss,.please.explain."
172,"Did.any.behavioral.or.psychiatric.changes.occur.around.the.time.of.weight.loss? ",,"Weight Loss Status",,,,,"Did.any.behavioral.or.psychiatric.changes.occur.around.the.time.of.weight.loss? "
173,"Was.the.weight.regained?",,"Weight Loss Status",,,,,"Was.the.weight.regained?"
174,"Has.your.child.ever.been.successfully.trained.to.urinate.in.the.toilet?",,"Urinary",,,,,"Has.your.child.ever.been.successfully.trained.to.urinate.in.the.toilet?"
175,"Has.your.child.had.any.episodes.of.urinary.incontinence.(accidents).in.adolescence.or.adulthood?","Yes/No","Urination Status",,,,,"Has.your.child.had.any.episodes.of.urinary.incontinence.(accidents).in.adolescence.or.adulthood?_Yes/No"
176,"Has.your.child.had.any.episodes.of.urinary.incontinence.(accidents).in.adolescence.or.adulthood?","If.yes,.at.what.age?","Urination Status",,,,,"Has.your.child.had.any.episodes.of.urinary.incontinence.(accidents).in.adolescence.or.adulthood?_If.yes,.at.what.age?"
177,"Has.your.child.developed.permanent.urinary.incontinence.(lost.toilet.training).in.adolescence.or.adulthood?","Yes/No","Urination Status",,,,,"Has.your.child.developed.permanent.urinary.incontinence.(lost.toilet.training).in.adolescence.or.adulthood?_Yes/No"
178,"Has.your.child.developed.permanent.urinary.incontinence.(lost.toilet.training).in.adolescence.or.adulthood?","If.yes,.at.what.age?","Urination Status",,,,,"Has.your.child.developed.permanent.urinary.incontinence.(lost.toilet.training).in.adolescence.or.adulthood?_If.yes,.at.what.age?"
179,"Has.your.child.had.an.improvement.in.urinary.continence.in.adolescence.or.adulthood?","Yes/No","Urination Status",,,,,"Has.your.child.had.an.improvement.in.urinary.continence.in.adolescence.or.adulthood?_Yes/No"
180,"Has.your.child.had.an.improvement.in.urinary.continence.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Urination Status",,,,,"Has.your.child.had.an.improvement.in.urinary.continence.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
181,"Has.your.child.had.difficulty.urinating,.requiring.catheterization.(excluding.post-surgery)?","Yes/No","Difficulty Urinating Status",,,,,"Has.your.child.had.difficulty.urinating,.requiring.catheterization.(excluding.post-surgery)?_Yes/No"
182,"Has.your.child.had.difficulty.urinating,.requiring.catheterization.(excluding.post-surgery)?","If.yes,.at.what.age?","Difficulty Urinating Status",,,,,"Has.your.child.had.difficulty.urinating,.requiring.catheterization.(excluding.post-surgery)?_If.yes,.at.what.age?"
183,"Has.your.child.had.a.change.in.urination.(either.incontinence.or.difficulty.urinating).occurring.around.the.time.of.behavioral.changes?","Yes/No","Difficulty Urinating Status",,,,,"Has.your.child.had.a.change.in.urination.(either.incontinence.or.difficulty.urinating).occurring.around.the.time.of.behavioral.changes?_Yes/No"
184,"Has.your.child.had.a.change.in.urination.(either.incontinence.or.difficulty.urinating).occurring.around.the.time.of.behavioral.changes?","If.yes,.at.what.age?","Difficulty Urinating Status",,,,,"Has.your.child.had.a.change.in.urination.(either.incontinence.or.difficulty.urinating).occurring.around.the.time.of.behavioral.changes?_If.yes,.at.what.age?"
185,"Has.your.child.ever.been.successfully.trained.to.have.bowel.movements.in.the.toilet?",,"Bowel Continence",,,,,"Has.your.child.ever.been.successfully.trained.to.have.bowel.movements.in.the.toilet?"
186,"Has.your.child.had.a.decrease.in.bowel.continence.(increase.in.accidents).in.adolescence.or.adulthood?","Yes/No","Bowel Continence Status",,,,,"Has.your.child.had.a.decrease.in.bowel.continence.(increase.in.accidents).in.adolescence.or.adulthood?_Yes/No"
187,"Has.your.child.had.a.decrease.in.bowel.continence.(increase.in.accidents).in.adolescence.or.adulthood?","If.yes,.at.what.age?","Bowel Continence Status",,,,,"Has.your.child.had.a.decrease.in.bowel.continence.(increase.in.accidents).in.adolescence.or.adulthood?_If.yes,.at.what.age?"
188,"Has.your.child.had.a.permanent.loss.of.bowel.continence.(lost.toilet.training).in.adolescence.or.adulthood?","Yes/No","Bowel Continence Status",,,,,"Has.your.child.had.a.permanent.loss.of.bowel.continence.(lost.toilet.training).in.adolescence.or.adulthood?_Yes/No"
189,"Has.your.child.had.a.permanent.loss.of.bowel.continence.(lost.toilet.training).in.adolescence.or.adulthood?","If.yes,.at.what.age?","Bowel Continence Status",,,,,"Has.your.child.had.a.permanent.loss.of.bowel.continence.(lost.toilet.training).in.adolescence.or.adulthood?_If.yes,.at.what.age?"
190,"Has.your.child.had.an.improvement.in.bowel.continence.in.adolescence.or.adulthood?","Yes/No","Bowel Continence Status",,,,,"Has.your.child.had.an.improvement.in.bowel.continence.in.adolescence.or.adulthood?_Yes/No"
191,"Has.your.child.had.an.improvement.in.bowel.continence.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Bowel Continence Status",,,,,"Has.your.child.had.an.improvement.in.bowel.continence.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
192,"Has.your.child.had.an.increase.in.the.frequency.of.respiratory.infections.in.adolescence.or.adulthood?","Yes/No","Respiratory Status",,,,,"Has.your.child.had.an.increase.in.the.frequency.of.respiratory.infections.in.adolescence.or.adulthood?_Yes/No"
193,"Has.your.child.had.an.increase.in.the.frequency.of.respiratory.infections.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Respiratory Status",,,,,"Has.your.child.had.an.increase.in.the.frequency.of.respiratory.infections.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
194,"Has.your.child.had.a.decrease.in.the.frequency.of.respiratory.infections.in.adolescence.or.adulthood?","Yes/No","Respiratory Status",,,,,"Has.your.child.had.a.decrease.in.the.frequency.of.respiratory.infections.in.adolescence.or.adulthood?_Yes/No"
195,"Has.your.child.had.a.decrease.in.the.frequency.of.respiratory.infections.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Respiratory Status",,,,,"Has.your.child.had.a.decrease.in.the.frequency.of.respiratory.infections.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
196,"Has.your.child.had.any.changes.in.lymphedema.in.adolescence.or.adulthood?",,"Lymphedema",,,,,"Has.your.child.had.any.changes.in.lymphedema.in.adolescence.or.adulthood?"
197,"Has.your.child’s.lymphedema.become.worse.in.adolescence.or.adulthood?","Yes/No","Lymphedema Status",,,,,"Has.your.child’s.lymphedema.become.worse.in.adolescence.or.adulthood?_Yes/No"
198,"Has.your.child’s.lymphedema.become.worse.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Lymphedema Status",,,,,"Has.your.child’s.lymphedema.become.worse.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
199,"Has.your.child’s.lymphedema.become.better.in.adolescence.or.adulthood?","Yes/No","Lymphedema Status",,,,,"Has.your.child’s.lymphedema.become.better.in.adolescence.or.adulthood?_Yes/No"
200,"Has.your.child’s.lymphedema.become.better.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Lymphedema Status",,,,,"Has.your.child’s.lymphedema.become.better.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
201,"Has.your.child.had.any.changes.involving.vision.in.adolescence.or.adulthood?","Yes/No","Vision and Hearing Status",,,,,"Has.your.child.had.any.changes.involving.vision.in.adolescence.or.adulthood?_Yes/No"
202,"Has.your.child.had.any.changes.involving.vision.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Vision and Hearing Status",,,,,"Has.your.child.had.any.changes.involving.vision.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
203,"Has.your.child.had.any.changes.involving.hearing.in.adolescence.or.adulthood?","Yes/No","Vision and Hearing Status",,,,,"Has.your.child.had.any.changes.involving.hearing.in.adolescence.or.adulthood?_Yes/No"
204,"Has.your.child.had.any.changes.involving.hearing.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Vision and Hearing Status",,,,,"Has.your.child.had.any.changes.involving.hearing.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
205,"Has.your.child.gone.through.puberty.or.begun.going.through.puberty?",,"Puberty",,,,,"Has.your.child.gone.through.puberty.or.begun.going.through.puberty?"
206,"At.what.age.did.your.child.begin.puberty?",,"Puberty Status",,,,,"At.what.age.did.your.child.begin.puberty?"
207,"Has.your.child.had.any.behavioral.changes.associated.with.onset.of.puberty?","Yes/No","Puberty Status",,,,,"Has.your.child.had.any.behavioral.changes.associated.with.onset.of.puberty?_Yes/No"
208,"Has.your.child.had.any.behavioral.changes.associated.with.onset.of.puberty?","If.yes,.at.what.age?","Puberty Status",,,,,"Has.your.child.had.any.behavioral.changes.associated.with.onset.of.puberty?_If.yes,.at.what.age?"
209,"Is.your.child.a.female?",,"Females",,,,,"Is.your.child.a.female?"
210,"Has.you.daughter.started.her.period?",,"Menstruation",,,,,"Has.you.daughter.started.her.period?"
211,"At.what.age.did.your.daughter.have.her.first.period?",,"Menstruation",,,,,"At.what.age.did.your.daughter.have.her.first.period?"
212,"Has.your.daughter.had.any.of.the.following.events.associated.with.her.period?","Mood.swings","Menstruation Status",,,,,"Has.your.daughter.had.any.of.the.following.events.associated.with.her.period?_Mood.swings"
213,"Has.your.daughter.had.any.of.the.following.events.associated.with.her.period?","Headaches","Menstruation Status",,,,,"Has.your.daughter.had.any.of.the.following.events.associated.with.her.period?_Headaches"
214,"Has.your.daughter.had.any.of.the.following.events.associated.with.her.period?","Increase.in.seizures","Menstruation Status",,,,,"Has.your.daughter.had.any.of.the.following.events.associated.with.her.period?_Increase.in.seizures"
215,"Has.your.daughter.had.any.of.the.following.events.associated.with.her.period?","Behavioral.changes","Menstruation Status",,,,,"Has.your.daughter.had.any.of.the.following.events.associated.with.her.period?_Behavioral.changes"
216,"Do.any.of.the.following.apply.to.your.daughter?","Uses.contraceptives.to.regulate.her.menstrual.cycle.","Menstruation Status",1,,,,"Do.any.of.the.following.apply.to.your.daughter?_Uses.contraceptives.to.regulate.her.menstrual.cycle."
217,"Do.any.of.the.following.apply.to.your.daughter?","Changes.her.pads.independently.","Menstruation Status",1,,,,"Do.any.of.the.following.apply.to.your.daughter?_Changes.her.pads.independently."
218,"Has.your.daughter.undergone.menopause?","Yes/No","Menstruation Status",,,,,"Has.your.daughter.undergone.menopause?_Yes/No"
219,"Has.your.daughter.undergone.menopause?","If.yes,.at.what.age?","Menstruation Status",,,,,"Has.your.daughter.undergone.menopause?_If.yes,.at.what.age?"
